DATE,MMBenchmarkRate
2006-09-21,2.0437
2006-09-22,2.1929
2006-09-25,2.2871
2006-09-26,2.3079
2006-09-27,2.2877
2006-09-28,2.4187
2006-09-29,2.3942
2006-09-30,2.3074
2006-09-04,2.2188
2006-09-05,2.1817
2006-09-06,2.1796
2006-09-07,2.1318
2006-09-08,2.1179
2007-01-10,1.413
2007-01-11,1.3991
2007-01-12,1.3915
2007-01-15,1.3624
2007-01-16,1.3508
2007-01-17,1.4831
2007-01-18,1.5044
2007-01-19,1.5439
2007-01-22,1.7907
2007-01-23,1.9457
2007-01-24,1.9945
2007-01-25,2.009
2007-01-26,2.0668
2007-01-29,2.0929
2007-01-30,2.0946
2007-01-31,2.0773
2007-01-04,1.5081
2007-01-05,1.4818
2007-01-08,1.4411
2007-01-09,1.4295
2007-10-10,2.0807
2007-10-11,2.1052
2007-10-12,2.2215
2007-10-15,2.3081
2007-10-16,2.3008
2007-10-17,2.3602
2007-10-18,2.3789
2007-10-19,2.5199
2007-10-22,2.948
2007-10-23,5.9723
2007-10-24,8.0344
2007-10-25,8.9
2007-10-26,10.1218
2007-10-29,2.9695
2007-10-30,2.8823
2007-10-31,2.955
2007-10-08,2.0045
2007-10-09,2.0493
2007-11-01,3.0126
2007-11-12,2.4333
2007-11-13,2.2783
2007-11-14,2.1361
2007-11-15,2.1819
2007-11-16,2.0935
2007-11-19,3.1764
2007-11-02,3.0744
2007-11-20,4.0421
2007-11-21,4.2565
2007-11-22,2.3173
2007-11-23,2.766
2007-11-26,2.7702
2007-11-27,2.7072
2007-11-28,2.0979
2007-11-29,2.9277
2007-11-30,3.153
2007-11-05,3.0453
2007-11-06,3.0323
2007-11-07,2.9803
2007-11-08,2.6612
2007-11-09,2.7357
2007-12-10,2.5025
2007-12-11,4.0736
2007-12-12,4.5347
2007-12-13,4.8403
2007-12-14,3.3412
2007-12-17,3.1936
2007-12-18,2.8343
2007-12-19,2.4699
2007-12-20,2.341
2007-12-21,2.1403
2007-12-24,2.0756
2007-12-25,2.1771
2007-12-26,2.3592
2007-12-27,2.2817
2007-12-28,2.4859
2007-12-29,2.776
2007-12-03,4.2392
2007-12-04,4.351
2007-12-05,4.1308
2007-12-06,3.9233
2007-12-07,2.4595
2007-02-01,2.0703
2007-02-12,4.6009
2007-02-13,3.3147
2007-02-14,4.1069
2007-02-15,2.3501
2007-02-16,1.9876
2007-02-17,1.5
2007-02-02,1.9742
2007-02-25,2.8161
2007-02-26,2.6362
2007-02-27,2.5093
2007-02-28,1.9665
2007-02-05,2.0636
2007-02-06,2.1714
2007-02-07,2.5634
2007-02-08,3.5978
2007-02-09,4.196
2007-03-01,1.7627
2007-03-12,1.4628
2007-03-13,1.445
2007-03-14,1.4306
2007-03-15,1.4428
2007-03-16,1.511
2007-03-19,1.6538
2007-03-02,1.6799
2007-03-20,1.6951
2007-03-21,1.7485
2007-03-22,1.7995
2007-03-23,1.8568
2007-03-26,1.9386
2007-03-27,1.9525
2007-03-28,1.9581
2007-03-29,1.9684
2007-03-30,1.9606
2007-03-05,1.651
2007-03-06,1.6016
2007-03-07,1.5398
2007-03-08,1.5077
2007-03-09,1.4796
2007-04-10,2.3604
2007-04-11,2.3674
2007-04-12,2.3881
2007-04-13,2.4881
2007-04-16,2.9584
2007-04-17,2.978
2007-04-18,3.4487
2007-04-19,4.1195
2007-04-02,1.9325
2007-04-20,4.2095
2007-04-23,4.5243
2007-04-24,4.7729
2007-04-25,4.7474
2007-04-26,4.113
2007-04-27,3.2026
2007-04-28,2.1895
2007-04-29,2.0611
2007-04-03,1.9419
2007-04-30,1.7971
2007-04-04,1.9523
2007-04-05,1.9912
2007-04-06,2.1797
2007-04-09,2.2921
2007-05-10,1.865
2007-05-11,3.0151
2007-05-14,3.2021
2007-05-15,3.0577
2007-05-16,2.9708
2007-05-17,2.8624
2007-05-18,2.5219
2007-05-21,2.5104
2007-05-22,2.4691
2007-05-23,2.3879
2007-05-24,2.363
2007-05-25,2.3434
2007-05-28,2.3279
2007-05-29,2.3079
2007-05-30,2.323
2007-05-31,2.4714
2007-05-08,1.7933
2007-05-09,1.7966
2007-06-01,2.8186
2007-06-11,2.288
2007-06-12,2.2733
2007-06-13,2.2656
2007-06-14,3.3353
2007-06-15,4.3177
2007-06-18,4.2763
2007-06-19,4.0014
2007-06-20,2.9963
2007-06-21,2.2811
2007-06-22,2.1882
2007-06-25,2.0138
2007-06-26,1.9582
2007-06-27,1.8474
2007-06-28,1.789
2007-06-29,2.9051
2007-06-04,2.8425
2007-06-05,2.7993
2007-06-06,2.7486
2007-06-07,2.4871
2007-06-08,2.3257
2007-07-10,3.8187
2007-07-11,3.9116
2007-07-12,3.2249
2007-07-13,3.1055
2007-07-16,2.8612
2007-07-17,2.716
2007-07-18,2.2197
2007-07-19,2.154
2007-07-02,3.6532
2007-07-20,2.1118
2007-07-23,2.1518
2007-07-24,2.1481
2007-07-25,2.15
2007-07-26,2.1173
2007-07-27,2.1203
2007-07-03,3.9361
2007-07-30,2.0955
2007-07-31,2.6894
2007-07-04,2.4015
2007-07-05,2.3816
2007-07-06,2.3725
2007-07-09,2.9036
2007-08-01,2.7138
2007-08-10,2.2643
2007-08-13,2.1705
2007-08-14,2.1178
2007-08-15,2.0812
2007-08-16,1.9782
2007-08-17,1.9772
2007-08-02,2.1855
2007-08-20,1.9783
2007-08-21,1.962
2007-08-22,2.1934
2007-08-23,2.3783
2007-08-24,2.4312
2007-08-27,2.3274
2007-08-28,2.4384
2007-08-29,2.4259
2007-08-03,2.0212
2007-08-30,2.6625
2007-08-31,2.448
2007-08-06,2.0143
2007-08-07,2.0648
2007-08-08,2.1408
2007-08-09,2.1526
2007-09-10,3.6806
2007-09-11,3.7952
2007-09-12,3.8536
2007-09-13,4.0235
2007-09-14,5.7197
2007-09-17,5.9355
2007-09-18,5.9073
2007-09-19,6.5363
2007-09-20,6.7563
2007-09-21,6.8536
2007-09-24,6.9665
2007-09-25,7.1038
2007-09-26,4.8728
2007-09-27,3.2877
2007-09-28,2.0232
2007-09-29,1.9584
2007-09-03,2.4713
2007-09-30,1.9859
2007-09-04,2.1805
2007-09-05,2.3678
2007-09-06,2.4389
2007-09-07,2.8629
2008-01-10,2.4333
2008-01-11,2.0239
2008-01-14,2.0608
2008-01-15,2.416
2008-01-16,2.5529
2008-01-17,2.7224
2008-01-18,2.6466
2008-01-02,2.8731
2008-01-21,2.7234
2008-01-22,3.8165
2008-01-23,4.8856
2008-01-24,5.1448
2008-01-25,3.5418
2008-01-28,3.0037
2008-01-29,2.9639
2008-01-03,2.929
2008-01-30,3.2146
2008-01-31,3.2037
2008-01-04,2.7805
2008-01-07,2.7393
2008-01-08,2.492
2008-01-09,2.4266
2008-10-10,3.4312
2008-10-13,3.3285
2008-10-14,3.1494
2008-10-15,3.224
2008-10-16,3.1869
2008-10-17,3.0645
2008-10-20,3.007
2008-10-21,2.9978
2008-10-22,2.9228
2008-10-23,2.9963
2008-10-24,2.9992
2008-10-27,2.9204
2008-10-28,2.8953
2008-10-29,2.9396
2008-10-30,2.9087
2008-10-31,2.7957
2008-10-06,3.5578
2008-10-07,3.7301
2008-10-08,3.3548
2008-10-09,3.3112
2008-11-10,2.789
2008-11-11,2.7842
2008-11-12,2.7768
2008-11-13,2.6842
2008-11-14,2.7108
2008-11-17,2.6889
2008-11-18,2.6329
2008-11-19,2.63
2008-11-20,2.5983
2008-11-21,2.5169
2008-11-24,2.591
2008-11-25,2.572
2008-11-26,2.5346
2008-11-27,1.9923
2008-11-28,2.0996
2008-11-03,2.8739
2008-11-04,2.939
2008-11-05,2.8563
2008-11-06,2.8496
2008-11-07,2.7928
2008-12-01,1.9821
2008-12-10,1.5758
2008-12-11,1.4528
2008-12-12,1.54
2008-12-15,1.5147
2008-12-16,1.5163
2008-12-17,1.4299
2008-12-18,1.3686
2008-12-19,1.4052
2008-12-02,1.9655
2008-12-22,1.3767
2008-12-23,1.3697
2008-12-24,1.2137
2008-12-25,1.2223
2008-12-26,1.1767
2008-12-29,1.1545
2008-12-03,1.983
2008-12-30,1.0759
2008-12-31,1.0005
2008-12-04,1.9774
2008-12-05,1.8542
2008-12-08,1.8435
2008-12-09,1.7401
2008-02-01,2.9362
2008-02-13,2.5992
2008-02-14,2.62
2008-02-15,2.585
2008-02-18,2.5741
2008-02-19,2.5857
2008-02-02,2.8408
2008-02-20,2.6341
2008-02-21,3.872
2008-02-22,3.8389
2008-02-25,4.4669
2008-02-26,4.1961
2008-02-27,2.8306
2008-02-28,2.8259
2008-02-29,2.8144
2008-02-03,2.9041
2008-02-04,2.8775
2008-02-05,2.572
2008-03-10,2.3261
2008-03-11,2.5005
2008-03-12,2.6888
2008-03-13,2.5465
2008-03-14,2.5442
2008-03-17,2.5359
2008-03-18,2.4768
2008-03-19,2.4473
2008-03-20,2.4371
2008-03-21,2.4158
2008-03-24,2.3729
2008-03-25,2.383
2008-03-26,2.4595
2008-03-27,2.3837
2008-03-28,2.3861
2008-03-03,2.8119
2008-03-31,2.8907
2008-03-04,2.6083
2008-03-05,2.5863
2008-03-06,2.5659
2008-03-07,2.3749
2008-04-01,3.0937
2008-04-10,3.4646
2008-04-11,2.8088
2008-04-14,3.0712
2008-04-15,3.2333
2008-04-16,3.3288
2008-04-17,3.3103
2008-04-18,2.8401
2008-04-02,3.1493
2008-04-21,2.809
2008-04-22,2.7928
2008-04-23,2.6918
2008-04-24,2.6954
2008-04-25,2.8957
2008-04-28,2.8489
2008-04-29,2.9375
2008-04-03,2.7917
2008-04-30,2.8195
2008-04-07,3.233
2008-04-08,3.5853
2008-04-09,3.9477
2008-05-12,3.2037
2008-05-13,3.2962
2008-05-14,3.3719
2008-05-15,3.485
2008-05-16,3.9178
2008-05-19,3.9406
2008-05-20,3.9271
2008-05-21,3.7545
2008-05-22,3.8192
2008-05-23,3.496
2008-05-26,3.4853
2008-05-27,3.4058
2008-05-28,3.0833
2008-05-29,3.1972
2008-05-30,3.1343
2008-05-04,2.8062
2008-05-05,2.9793
2008-05-06,2.9786
2008-05-07,3.0456
2008-05-08,3.0162
2008-05-09,2.9539
2008-06-10,4.9446
2008-06-11,4.1067
2008-06-12,3.5524
2008-06-13,3.3331
2008-06-16,3.2596
2008-06-17,3.2147
2008-06-18,3.1854
2008-06-19,3.3739
2008-06-02,3.1357
2008-06-20,3.1547
2008-06-23,3.0351
2008-06-24,3.0724
2008-06-25,3.1654
2008-06-26,3.2653
2008-06-27,3.2913
2008-06-03,3.1307
2008-06-30,3.2879
2008-06-04,3.2781
2008-06-05,3.3119
2008-06-06,3.335
2008-07-01,3.0012
2008-07-10,2.9147
2008-07-11,2.765
2008-07-14,3.0245
2008-07-15,3.0783
2008-07-16,2.9137
2008-07-17,3.0252
2008-07-18,3.1646
2008-07-02,3.1583
2008-07-21,3.0326
2008-07-22,3.0379
2008-07-23,2.9811
2008-07-24,3.0784
2008-07-25,3.0702
2008-07-28,3.1369
2008-07-29,3.4216
2008-07-03,2.9011
2008-07-30,3.4065
2008-07-31,3.773
2008-07-04,2.9268
2008-07-07,3.0181
2008-07-08,3.1892
2008-07-09,3.118
2008-08-01,3.7966
2008-08-11,3.1399
2008-08-12,3.1357
2008-08-13,3.1494
2008-08-14,3.2152
2008-08-15,2.7912
2008-08-18,3.2718
2008-08-19,3.1314
2008-08-20,3.1071
2008-08-21,3.0119
2008-08-22,3.1026
2008-08-25,2.9983
2008-08-26,3.0393
2008-08-27,3.0133
2008-08-28,3.2106
2008-08-29,3.0146
2008-08-04,3.8631
2008-08-05,3.9192
2008-08-06,3.7706
2008-08-07,3.2311
2008-08-08,3.1666
2008-09-01,3.0332
2008-09-10,2.993
2008-09-11,3.0153
2008-09-12,3.006
2008-09-16,2.9694
2008-09-17,3.1051
2008-09-18,3.2216
2008-09-19,3.3723
2008-09-02,3.0709
2008-09-22,3.4595
2008-09-23,3.4283
2008-09-24,3.3445
2008-09-25,3.392
2008-09-26,3.4309
2008-09-27,3.4644
2008-09-28,3.2501
2008-09-03,3.0402
2008-09-04,3.148
2008-09-05,2.9861
2008-09-08,2.9132
2008-09-09,3.0602
2009-01-12,0.9373
2009-01-13,0.9249
2009-01-14,0.9292
2009-01-15,0.9013
2009-01-16,0.9161
2009-01-19,0.9081
2009-01-20,0.8719
2009-01-21,0.9413
2009-01-22,1.0262
2009-01-23,1.0268
2009-01-24,0.88
2009-01-04,0.989
2009-01-05,0.9939
2009-01-06,0.9856
2009-01-07,1.005
2009-01-08,0.9861
2009-01-09,0.9368
2009-10-10,1.6693
2009-10-12,1.585
2009-10-13,1.5822
2009-10-14,1.5538
2009-10-15,1.5262
2009-10-16,1.5278
2009-10-19,1.5441
2009-10-20,1.5064
2009-10-21,1.5403
2009-10-22,1.4783
2009-10-23,1.4257
2009-10-26,1.4762
2009-10-27,1.4286
2009-10-28,1.472
2009-10-29,1.3975
2009-10-30,1.3434
2009-10-09,1.6983
2009-11-10,1.4768
2009-11-11,1.4649
2009-11-12,1.4695
2009-11-13,1.4808
2009-11-16,1.3631
2009-11-17,1.4277
2009-11-18,1.3959
2009-11-19,1.3967
2009-11-02,1.34
2009-11-20,1.4474
2009-11-23,1.4679
2009-11-24,1.3966
2009-11-25,1.4246
2009-11-26,1.4321
2009-11-27,1.4617
2009-11-03,1.4765
2009-11-30,1.4553
2009-11-04,1.3563
2009-11-05,1.4458
2009-11-06,1.4422
2009-11-09,1.4708
2009-12-01,1.4531
2009-12-10,1.4628
2009-12-11,1.4832
2009-12-14,1.4783
2009-12-15,1.4527
2009-12-16,1.4287
2009-12-17,1.4616
2009-12-18,1.4585
2009-12-02,1.4686
2009-12-21,1.4426
2009-12-22,1.4431
2009-12-23,1.3985
2009-12-24,1.3895
2009-12-25,1.4616
2009-12-28,1.5272
2009-12-29,1.5949
2009-12-03,1.4927
2009-12-30,1.5862
2009-12-31,1.5592
2009-12-04,1.5016
2009-12-07,1.503
2009-12-08,1.4226
2009-12-09,1.4722
2009-02-01,0.9147
2009-02-10,0.9425
2009-02-11,0.9294
2009-02-12,0.9378
2009-02-13,0.9667
2009-02-16,0.9634
2009-02-17,0.972
2009-02-18,0.9665
2009-02-19,0.9526
2009-02-02,0.9129
2009-02-20,0.9936
2009-02-23,1.0132
2009-02-24,0.966
2009-02-25,0.957
2009-02-26,0.9475
2009-02-27,0.945
2009-02-03,0.9414
2009-02-04,0.9508
2009-02-05,0.9418
2009-02-06,0.9409
2009-02-09,0.9467
2009-03-10,0.9494
2009-03-11,0.9645
2009-03-12,0.9406
2009-03-13,0.9494
2009-03-16,0.9829
2009-03-17,0.9412
2009-03-18,0.9119
2009-03-19,0.9755
2009-03-02,0.958
2009-03-20,0.9803
2009-03-23,0.9739
2009-03-24,0.9434
2009-03-25,0.9365
2009-03-26,0.9339
2009-03-27,0.9722
2009-03-03,0.957
2009-03-30,0.9443
2009-03-31,0.9399
2009-03-04,0.9592
2009-03-05,0.9477
2009-03-06,0.9293
2009-03-09,0.9681
2009-04-01,0.956
2009-04-10,0.9455
2009-04-13,0.9191
2009-04-14,0.9141
2009-04-15,0.9227
2009-04-16,0.9277
2009-04-17,0.9195
2009-04-02,0.9627
2009-04-20,0.9173
2009-04-21,0.9229
2009-04-22,0.9564
2009-04-23,0.9653
2009-04-24,0.9777
2009-04-27,0.9521
2009-04-28,0.9506
2009-04-29,0.943
2009-04-03,0.957
2009-04-30,0.9581
2009-04-07,0.9554
2009-04-08,0.9578
2009-04-09,0.9531
2009-05-11,0.9352
2009-05-12,0.9605
2009-05-13,0.9465
2009-05-14,0.9446
2009-05-15,0.9608
2009-05-18,0.9585
2009-05-19,0.9644
2009-05-20,0.9706
2009-05-21,0.9608
2009-05-22,0.9728
2009-05-25,0.9549
2009-05-26,0.9592
2009-05-27,0.9575
2009-05-31,0.9542
2009-05-04,0.9499
2009-05-05,0.9358
2009-05-06,0.9394
2009-05-07,0.9446
2009-05-08,0.941
2009-06-01,0.9349
2009-06-10,0.9443
2009-06-11,0.9389
2009-06-12,0.9391
2009-06-15,0.9435
2009-06-16,0.9458
2009-06-17,0.9497
2009-06-18,0.9514
2009-06-19,0.993
2009-06-02,0.9515
2009-06-22,1.0985
2009-06-23,1.1141
2009-06-24,1.1897
2009-06-25,1.1364
2009-06-26,1.1685
2009-06-29,1.2033
2009-06-03,0.9553
2009-06-30,1.2145
2009-06-04,0.9498
2009-06-05,0.9432
2009-06-08,0.9544
2009-06-09,0.9411
2009-07-01,1.1717
2009-07-10,1.2275
2009-07-13,1.2669
2009-07-14,1.3798
2009-07-15,1.4434
2009-07-16,1.5182
2009-07-17,1.5615
2009-07-02,1.2816
2009-07-20,1.7369
2009-07-21,2.1139
2009-07-22,2.0601
2009-07-23,1.9312
2009-07-24,1.7002
2009-07-27,1.6054
2009-07-28,1.5638
2009-07-29,1.5359
2009-07-03,1.242
2009-07-30,1.6454
2009-07-31,1.9364
2009-07-06,1.2235
2009-07-07,1.2176
2009-07-08,1.225
2009-07-09,1.231
2009-08-10,1.6301
2009-08-11,1.5446
2009-08-12,1.4946
2009-08-13,1.445
2009-08-14,1.4171
2009-08-17,1.4211
2009-08-18,1.2894
2009-08-19,1.2759
2009-08-20,1.2824
2009-08-21,1.2606
2009-08-24,1.2901
2009-08-25,1.345
2009-08-26,1.3743
2009-08-27,1.3654
2009-08-28,1.3957
2009-08-03,2.1445
2009-08-31,1.4855
2009-08-04,1.5014
2009-08-05,1.8076
2009-08-06,1.6078
2009-08-07,1.6033
2009-09-01,1.3521
2009-09-10,1.54
2009-09-11,1.4407
2009-09-14,1.4566
2009-09-15,1.4604
2009-09-16,1.4809
2009-09-17,1.466
2009-09-18,1.5407
2009-09-02,1.5638
2009-09-21,1.613
2009-09-22,1.5932
2009-09-23,1.578
2009-09-24,1.7709
2009-09-25,1.6269
2009-09-27,1.6096
2009-09-28,1.5838
2009-09-29,1.6657
2009-09-03,1.6822
2009-09-30,1.8405
2009-09-04,1.7309
2009-09-07,1.7185
2009-09-08,1.6989
2009-09-09,1.6739
2010-01-11,1.3679
2010-01-12,1.3988
2010-01-13,1.3764
2010-01-14,1.449
2010-01-15,1.4215
2010-01-18,1.3874
2010-01-19,1.3537
2010-01-20,1.4651
2010-01-21,1.3964
2010-01-22,1.4807
2010-01-25,1.346
2010-01-26,1.5368
2010-01-27,1.5762
2010-01-28,1.8442
2010-01-29,1.866
2010-01-04,1.4075
2010-01-05,1.3974
2010-01-06,1.3932
2010-01-07,1.3736
2010-01-08,1.3911
2010-10-11,1.955
2010-10-12,1.9088
2010-10-13,1.9234
2010-10-14,1.9325
2010-10-15,1.9352
2010-10-18,1.949
2010-10-19,1.9121
2010-10-20,1.961
2010-10-21,1.9382
2010-10-22,1.9391
2010-10-25,1.9405
2010-10-26,1.9469
2010-10-27,2.0375
2010-10-28,2.0242
2010-10-29,2.0187
2010-10-08,2.6842
2010-10-09,1.8957
2010-11-01,1.999
2010-11-10,1.6342
2010-11-11,1.6827
2010-11-12,1.6987
2010-11-15,1.7849
2010-11-16,1.7571
2010-11-17,1.9296
2010-11-18,2.0097
2010-11-19,2.0921
2010-11-02,1.8184
2010-11-22,2.1697
2010-11-23,2.2253
2010-11-24,2.3452
2010-11-25,2.5349
2010-11-26,2.7201
2010-11-29,2.7193
2010-11-03,1.829
2010-11-30,3.3283
2010-11-04,1.824
2010-11-05,1.6141
2010-11-08,1.6334
2010-11-09,1.6441
2010-12-01,3.3526
2010-12-10,2.487
2010-12-13,2.5805
2010-12-14,3.2937
2010-12-15,3.6461
2010-12-16,3.4135
2010-12-17,3.7204
2010-12-02,3.347
2010-12-20,3.5295
2010-12-21,4.0594
2010-12-22,4.1663
2010-12-23,5.717
2010-12-24,5.4231
2010-12-27,5.1178
2010-12-28,5.8296
2010-12-29,6.1454
2010-12-03,3.3348
2010-12-30,6.3795
2010-12-31,5.1979
2010-12-06,3.0647
2010-12-07,2.1968
2010-12-08,2.5076
2010-12-09,2.4963
2010-02-01,1.8082
2010-02-10,2.0467
2010-02-11,2.7497
2010-02-12,2.5541
2010-02-02,1.7894
2010-02-20,1.9166
2010-02-21,1.5019
2010-02-22,1.483
2010-02-23,1.5947
2010-02-24,1.658
2010-02-25,1.6907
2010-02-26,1.6764
2010-02-03,1.7589
2010-02-04,1.785
2010-02-05,1.7264
2010-02-08,1.8246
2010-02-09,1.8936
2010-03-01,1.6531
2010-03-10,1.756
2010-03-11,1.6933
2010-03-12,1.674
2010-03-15,1.6322
2010-03-16,1.6376
2010-03-17,1.6539
2010-03-18,1.6475
2010-03-19,1.6335
2010-03-02,1.7164
2010-03-22,1.6008
2010-03-23,1.5814
2010-03-24,1.5695
2010-03-25,1.5758
2010-03-26,1.5561
2010-03-29,1.5352
2010-03-03,1.771
2010-03-30,1.6215
2010-03-31,1.6012
2010-03-04,1.6859
2010-03-05,1.6882
2010-03-08,1.6384
2010-03-09,1.6864
2010-04-01,1.5701
2010-04-12,1.6459
2010-04-13,1.689
2010-04-14,1.6626
2010-04-15,1.6858
2010-04-16,1.6793
2010-04-19,1.5868
2010-04-02,1.5875
2010-04-20,1.6488
2010-04-21,1.6845
2010-04-22,1.6475
2010-04-23,1.7014
2010-04-26,1.645
2010-04-27,1.6476
2010-04-28,1.6135
2010-04-29,1.6018
2010-04-30,1.6013
2010-04-06,1.6171
2010-04-07,1.6851
2010-04-08,1.7015
2010-04-09,1.6956
2010-05-10,1.7012
2010-05-11,1.7079
2010-05-12,1.7328
2010-05-13,1.7406
2010-05-14,1.7486
2010-05-17,1.7355
2010-05-18,1.7431
2010-05-19,1.7772
2010-05-20,1.7892
2010-05-21,1.8254
2010-05-24,1.8823
2010-05-25,1.9461
2010-05-26,2.2069
2010-05-27,2.4358
2010-05-28,2.3442
2010-05-31,2.5133
2010-05-04,1.6179
2010-05-05,1.6551
2010-05-06,1.7023
2010-05-07,1.7099
2010-06-01,3.1912
2010-06-10,2.5003
2010-06-11,2.7276
2010-06-12,2.7712
2010-06-13,2.6315
2010-06-17,2.6232
2010-06-18,2.7334
2010-06-02,3.278
2010-06-21,2.669
2010-06-22,2.8224
2010-06-23,2.6956
2010-06-24,2.8913
2010-06-25,3.132
2010-06-28,2.8363
2010-06-29,2.8734
2010-06-03,3.162
2010-06-30,2.6365
2010-06-04,2.2062
2010-06-07,1.9161
2010-06-08,2.184
2010-06-09,2.2232
2010-07-01,2.6519
2010-07-12,2.058
2010-07-13,1.9868
2010-07-14,1.8077
2010-07-15,1.8674
2010-07-16,1.8612
2010-07-19,1.8493
2010-07-02,2.5984
2010-07-20,1.8112
2010-07-21,1.8402
2010-07-22,1.7223
2010-07-23,1.78
2010-07-26,1.7329
2010-07-27,1.741
2010-07-28,1.6887
2010-07-29,1.6787
2010-07-30,1.674
2010-07-05,2.5475
2010-07-06,2.6691
2010-07-07,2.4541
2010-07-08,2.3826
2010-07-09,2.2885
2010-08-10,1.7477
2010-08-11,1.7032
2010-08-12,1.7363
2010-08-13,1.7409
2010-08-16,1.779
2010-08-17,1.795
2010-08-18,1.7693
2010-08-19,1.7444
2010-08-02,1.64
2010-08-20,1.7489
2010-08-23,1.72
2010-08-24,1.7636
2010-08-25,1.7788
2010-08-26,1.8406
2010-08-27,2.2662
2010-08-03,1.6907
2010-08-30,2.4983
2010-08-31,2.9296
2010-08-04,1.6376
2010-08-05,1.6974
2010-08-06,1.6947
2010-08-09,1.6833
2010-09-01,3.1586
2010-09-10,2.2882
2010-09-13,2.3977
2010-09-14,2.3795
2010-09-15,2.2659
2010-09-16,2.5323
2010-09-17,1.9988
2010-09-19,1.9946
2010-09-02,2.4863
2010-09-20,2.2668
2010-09-21,2.2565
2010-09-25,2.2593
2010-09-26,2.9878
2010-09-27,2.4515
2010-09-28,2.5592
2010-09-29,2.7709
2010-09-03,2.3459
2010-09-30,2.8496
2010-09-06,2.2504
2010-09-07,2.2535
2010-09-08,2.2207
2010-09-09,2.2831
2011-01-10,2.3797
2011-01-11,2.4562
2011-01-12,2.4913
2011-01-13,2.3299
2011-01-14,2.5429
2011-01-17,2.5975
2011-01-18,2.7974
2011-01-19,4.0794
2011-01-20,6.1123
2011-01-21,7.4965
2011-01-24,5.27
2011-01-25,7.6801
2011-01-26,7.818
2011-01-27,8.2638
2011-01-28,8.0149
2011-01-30,8.6156
2011-01-31,8.1353
2011-01-04,4.1944
2011-01-05,3.198
2011-01-06,3.0944
2011-01-07,2.8071
2011-10-10,4.4416
2011-10-11,4.2071
2011-10-12,3.342
2011-10-13,3.1487
2011-10-14,3.1442
2011-10-17,3.3478
2011-10-18,3.478
2011-10-19,3.366
2011-10-20,3.4666
2011-10-21,3.4452
2011-10-24,3.4122
2011-10-25,4.0038
2011-10-26,4.1087
2011-10-27,4.5618
2011-10-28,5.045
2011-10-31,4.9729
2011-10-08,4.9692
2011-10-09,4.8014
2011-11-01,4.3898
2011-11-10,3.4807
2011-11-11,3.5055
2011-11-14,3.3053
2011-11-15,3.315
2011-11-16,3.3634
2011-11-17,3.5612
2011-11-18,3.7089
2011-11-02,3.7129
2011-11-21,4.2229
2011-11-22,4.4139
2011-11-23,4.3513
2011-11-24,4.1374
2011-11-25,4.0405
2011-11-28,3.9885
2011-11-29,3.6662
2011-11-03,3.4162
2011-11-30,3.9747
2011-11-04,3.5004
2011-11-07,3.5839
2011-11-08,3.5636
2011-11-09,3.5302
2011-12-01,3.9826
2011-12-12,3.541
2011-12-13,3.4861
2011-12-14,3.2298
2011-12-15,3.454
2011-12-16,3.0765
2011-12-19,3.0248
2011-12-02,3.674
2011-12-20,3.2358
2011-12-21,3.5992
2011-12-22,3.7687
2011-12-23,3.7378
2011-12-26,4.1845
2011-12-27,4.4568
2011-12-28,4.8011
2011-12-29,5.4072
2011-12-30,5.6034
2011-12-31,6.3337
2011-12-05,3.3023
2011-12-06,3.3796
2011-12-07,3.4432
2011-12-08,3.4677
2011-12-09,3.5239
2011-02-01,3.3108
2011-02-10,3.9624
2011-02-11,3.9152
2011-02-12,2.6844
2011-02-14,2.7269
2011-02-15,2.6463
2011-02-16,2.6007
2011-02-17,2.9288
2011-02-18,2.8391
2011-02-21,6.116
2011-02-22,6.2255
2011-02-23,6.2505
2011-02-24,3.56
2011-02-25,3.1515
2011-02-28,3.0037
2011-02-09,4.1386
2011-03-01,2.9858
2011-03-10,2.2763
2011-03-11,2.0521
2011-03-14,2.0057
2011-03-15,1.9997
2011-03-16,1.9983
2011-03-17,2.0111
2011-03-18,2.0251
2011-03-02,2.9881
2011-03-21,2.9601
2011-03-22,2.8382
2011-03-23,2.7204
2011-03-24,2.6888
2011-03-25,2.28
2011-03-28,2.3016
2011-03-29,2.1359
2011-03-03,2.4717
2011-03-30,2.6345
2011-03-31,2.8435
2011-03-04,2.2097
2011-03-07,2.1782
2011-03-08,2.2162
2011-03-09,2.1563
2011-04-01,2.7889
2011-04-11,2.0101
2011-04-12,2.003
2011-04-13,1.9977
2011-04-14,2.389
2011-04-15,2.3695
2011-04-18,2.6986
2011-04-19,2.9657
2011-04-02,2.2792
2011-04-20,2.9982
2011-04-21,3.96
2011-04-22,3.569
2011-04-25,4.1108
2011-04-26,4.4097
2011-04-27,3.6996
2011-04-28,3.0431
2011-04-29,2.9474
2011-04-06,2.4089
2011-04-07,2.0692
2011-04-08,2.4826
2011-05-10,2.7894
2011-05-11,2.7844
2011-05-12,2.7557
2011-05-13,3.6117
2011-05-16,4.6697
2011-05-17,4.5948
2011-05-18,3.275
2011-05-19,3.6294
2011-05-20,4.0833
2011-05-23,4.7235
2011-05-24,4.7772
2011-05-25,5.325
2011-05-26,5.0336
2011-05-27,4.3946
2011-05-03,2.9709
2011-05-30,3.4916
2011-05-31,3.8543
2011-05-04,3.0014
2011-05-05,2.9751
2011-05-06,2.768
